x,y,ph,moisture,nitrogen,cec
6673750.0,3565500.000000001,77.0,312.0,164.0,218.0
2154750.0,2210500.000000001,80.0,308.0,111.0,180.0
2126750.0,-1960499.999999999,65.0,289.0,96.0,167.0
-10173250.0,5957500.000000001,61.0,530.0,695.0,371.0
1997750.0,-3160499.999999999,91.0,307.0,52.0,161.0
-6083250.0,-1378499.999999999,47.0,363.0,176.0,100.0
2716750.0,7224500.000000001,50.0,492.0,918.0,389.0
-10966250.0,6296500.000000001,61.0,603.0,449.0,457.0
9419750.0,5978500.000000001,56.0,592.0,1144.0,333.0
16432750.0,-1076499.999999999,52.0,400.0,382.0,242.0
9722750.0,6473500.000000001,63.0,650.0,902.0,361.0
334750.0,869500.0000000009,63.0,283.0,124.0,102.0
4373750.0,287500.00000000093,77.0,392.0,171.0,288.0
-12986250.0,5608500.000000001,56.0,480.0,752.0,334.0
4007750.0,-115499.99999999907,65.0,386.0,313.0,243.0
11583750.0,3014500.000000001,57.0,391.0,257.0,189.0
394750.0,3234500.000000001,84.0,317.0,104.0,242.0
14007750.0,-3384499.999999999,79.0,327.0,60.0,168.0
-6041250.0,-1284499.999999999,44.0,363.0,177.0,127.0
10394750.0,5004500.000000001,77.0,352.0,355.0,247.0
-7198250.0,1094500.000000001,58.0,377.0,230.0,193.0
15503750.0,-717499.9999999991,51.0,378.0,471.0,261.0
-10564250.0,5516500.000000001,53.0,467.0,433.0,202.0
15107750.0,-3342499.999999999,76.0,328.0,36.0,194.0
-10272250.0,4244500.000000001,65.0,455.0,277.0,249.0
4124750.0,1914500.000000001,82.0,316.0,52.0,161.0
8191750.0,2734500.000000001,72.0,411.0,118.0,344.0
-7615250.0,936500.0000000009,58.0,373.0,160.0,164.0
16706750.0,-623499.9999999991,53.0,422.0,485.0,210.0
-6076250.0,-1640499.999999999,50.0,338.0,154.0,96.0
11618750.0,2970500.000000001,54.0,395.0,203.0,208.0
552750.0,4750500.000000001,72.0,413.0,386.0,302.0
-10762250.0,1787500.000000001,53.0,385.0,521.0,220.0
-7351250.0,-421499.99999999907,41.0,394.0,306.0,174.0
-427250.0,2018500.000000001,78.0,287.0,41.0,115.0
15840750.0,-3730499.999999999,79.0,343.0,218.0,175.0
3197750.0,-2084499.999999999,64.0,268.0,96.0,120.0
-10769250.0,8244500.000000001,65.0,511.0,771.0,384.0
-9876250.0,5927500.000000001,63.0,543.0,683.0,387.0
-12549250.0,4193500.000000001,80.0,289.0,67.0,138.0
-7449250.0,-5270499.999999999,75.0,359.0,173.0,241.0
-8419250.0,-1398499.999999999,64.0,348.0,300.0,258.0
2381750.0,2940500.000000001,82.0,297.0,113.0,141.0
-8625250.0,6317500.000000001,58.0,610.0,808.0,335.0
8199750.0,4163500.000000001,78.0,340.0,127.0,219.0
-5928250.0,-544499.9999999991,44.0,397.0,231.0,126.0
14228750.0,-2679499.999999999,75.0,333.0,35.0,320.0
6558750.0,7443500.000000001,55.0,579.0,1153.0,492.0
3721750.0,1346500.000000001,71.0,321.0,112.0,217.0
15568750.0,-2000499.999999999,65.0,324.0,51.0,150.0
2541750.0,-147499.99999999907,45.0,370.0,219.0,120.0
7129750.0,7726500.000000001,62.0,555.0,1183.0,439.0
2777750.0,-938499.9999999991,56.0,312.0,107.0,79.0
15706750.0,-3216499.999999999,71.0,328.0,34.0,195.0
-8229250.0,1181500.000000001,55.0,442.0,513.0,185.0
16513750.0,-2787499.999999999,60.0,361.0,209.0,183.0
-4799250.0,-2000499.999999999,57.0,405.0,218.0,121.0
7057750.0,6433500.000000001,52.0,607.0,608.0,333.0
15333750.0,-3635499.999999999,84.0,338.0,61.0,167.0
5435750.0,6004500.000000001,61.0,580.0,428.0,356.0
2074750.0,-2166499.999999999,79.0,286.0,86.0,183.0
-4250.0,1303500.000000001,69.0,297.0,98.0,143.0
-7275250.0,-4371499.999999999,76.0,347.0,100.0,195.0
2403750.0,2124500.000000001,80.0,291.0,93.0,170.0
9899750.0,2282500.000000001,56.0,359.0,217.0,223.0
-14358250.0,7404500.000000001,66.0,448.0,1176.0,741.0
7807750.0,6289500.000000001,56.0,635.0,422.0,350.0
-10165250.0,1685500.000000001,56.0,409.0,642.0,225.0
7707750.0,2729500.000000001,73.0,401.0,162.0,353.0
15057750.0,-2456499.999999999,76.0,360.0,39.0,268.0
15445750.0,-2810499.999999999,79.0,303.0,32.0,225.0
-7873250.0,456500.00000000093,51.0,359.0,242.0,127.0
4833750.0,-2745499.999999999,68.0,309.0,107.0,212.0
-5275250.0,-770499.9999999991,51.0,341.0,234.0,161.0
5795750.0,5995500.000000001,68.0,535.0,479.0,408.0
9505750.0,6835500.000000001,60.0,663.0,1346.0,465.0
18785750.0,-4307499.999999999,50.0,426.0,590.0,280.0
9216750.0,6714500.000000001,58.0,657.0,1053.0,492.0
10604750.0,5144500.000000001,77.0,368.0,439.0,243.0
5624750.0,5279500.000000001,79.0,349.0,328.0,221.0
5787750.0,2636500.000000001,78.0,250.0,75.0,51.0
2163750.0,-2722499.999999999,86.0,317.0,53.0,146.0
11526750.0,1245500.000000001,56.0,389.0,241.0,179.0
2444750.0,-2183499.999999999,67.0,320.0,72.0,90.0
11874750.0,6970500.000000001,57.0,608.0,569.0,499.0
7507750.0,7086500.000000001,54.0,637.0,770.0,375.0
27750.0,7302500.000000001,58.0,450.0,707.0,313.0
-11343250.0,4067500.000000001,75.0,331.0,138.0,156.0
14102750.0,-2363499.999999999,77.0,292.0,50.0,230.0
5167750.0,3775500.000000001,77.0,338.0,166.0,235.0
-12451250.0,6071500.000000001,63.0,454.0,286.0,266.0
18669750.0,-3896499.999999999,58.0,378.0,444.0,224.0
8634750.0,3018500.000000001,61.0,358.0,173.0,140.0
619750.0,1790500.000000001,71.0,279.0,51.0,103.0
104750.0,1833500.000000001,75.0,289.0,48.0,76.0
7012750.0,6391500.000000001,56.0,618.0,663.0,419.0
10463750.0,3890500.000000001,81.0,403.0,271.0,207.0
2515750.0,-1349499.999999999,59.0,304.0,155.0,109.0
1518750.0,655500.0000000009,56.0,344.0,259.0,133.0
7123750.0,4641500.000000001,71.0,386.0,385.0,257.0
5401750.0,-1694499.999999999,54.0,409.0,411.0,196.0
-6067250.0,-1158499.999999999,47.0,356.0,312.0,124.0
8182750.0,4327500.000000001,76.0,321.0,184.0,218.0
12425750.0,227500.00000000093,46.0,416.0,458.0,227.0
11203750.0,2656500.000000001,59.0,410.0,327.0,184.0
5904750.0,5187500.000000001,79.0,339.0,225.0,256.0
6847750.0,4246500.000000001,69.0,327.0,370.0,239.0
-9365250.0,4807500.000000001,63.0,333.0,861.0,230.0
1623750.0,-681499.9999999991,51.0,351.0,240.0,119.0
-12094250.0,4648500.000000001,64.0,392.0,783.0,289.0
5154750.0,5588500.000000001,74.0,462.0,459.0,258.0
-11324250.0,4634500.000000001,74.0,323.0,202.0,157.0
6430750.0,3554500.000000001,83.0,304.0,69.0,117.0
5185750.0,5485500.000000001,77.0,419.0,462.0,249.0
8214750.0,2768500.000000001,74.0,389.0,127.0,304.0
-10996250.0,6920500.000000001,61.0,617.0,827.0,574.0
1654750.0,2301500.000000001,83.0,304.0,71.0,180.0
12312750.0,-792499.9999999991,53.0,448.0,337.0,200.0
9254750.0,5497500.000000001,65.0,503.0,1091.0,315.0
5069750.0,-2332499.999999999,48.0,373.0,312.0,202.0
-260250.0,3600500.000000001,75.0,353.0,141.0,213.0
2601750.0,-2661499.999999999,66.0,307.0,97.0,64.0
15611750.0,-774499.9999999991,53.0,409.0,416.0,287.0
9464750.0,3929500.000000001,75.0,370.0,360.0,282.0
754750.0,3117500.000000001,84.0,311.0,63.0,225.0
8752750.0,1818500.000000001,66.0,379.0,163.0,219.0
13208750.0,-3010499.999999999,75.0,339.0,59.0,213.0
6552750.0,4706500.000000001,73.0,342.0,203.0,396.0
7164750.0,6562500.000000001,50.0,605.0,877.0,452.0
-8067250.0,-1676499.999999999,64.0,395.0,266.0,301.0
8923750.0,2076500.000000001,60.0,406.0,227.0,189.0
1817750.0,5263500.000000001,54.0,445.0,1115.0,440.0
-1150250.0,2608500.000000001,81.0,282.0,124.0,148.0
3605750.0,-1491499.999999999,62.0,305.0,99.0,69.0
-616250.0,2065500.000000001,78.0,283.0,47.0,133.0
-15371250.0,7044500.000000001,57.0,464.0,1030.0,603.0
-10527250.0,4677500.000000001,65.0,396.0,451.0,217.0
3747750.0,1133500.000000001,68.0,308.0,112.0,270.0
10870750.0,5087500.000000001,78.0,371.0,416.0,241.0
9480750.0,3350500.000000001,67.0,377.0,455.0,228.0
8884750.0,5320500.000000001,72.0,423.0,451.0,279.0
7578750.0,5181500.000000001,78.0,364.0,223.0,221.0
-11451250.0,5508500.000000001,68.0,430.0,427.0,296.0
10896750.0,1033500.0000000009,52.0,430.0,417.0,172.0
7176750.0,7260500.000000001,56.0,637.0,761.0,439.0
3181750.0,1708500.000000001,83.0,301.0,40.0,220.0
1090750.0,4002500.000000001,74.0,371.0,207.0,190.0
-6542250.0,-3560499.999999999,66.0,379.0,234.0,261.0
13355750.0,-3737499.999999999,60.0,379.0,258.0,188.0
-5783250.0,-1408499.999999999,49.0,342.0,182.0,106.0
-5258250.0,-2432499.999999999,50.0,393.0,275.0,139.0
5645750.0,3259500.000000001,80.0,314.0,216.0,252.0
15105750.0,-1745499.999999999,64.0,314.0,47.0,154.0
14281750.0,-2877499.999999999,77.0,328.0,33.0,253.0
-12319250.0,4750500.000000001,75.0,327.0,149.0,240.0
-10996250.0,5932500.000000001,63.0,409.0,407.0,422.0
3288750.0,934500.0000000009,63.0,318.0,333.0,180.0
-6154250.0,-172499.99999999907,48.0,387.0,253.0,191.0
10478750.0,3111500.000000001,59.0,442.0,659.0,307.0
16004750.0,-3450499.999999999,78.0,404.0,86.0,217.0
15086750.0,-2790499.999999999,79.0,345.0,36.0,318.0
-12591250.0,4641500.000000001,69.0,362.0,284.0,228.0
2638750.0,1237500.000000001,65.0,312.0,133.0,176.0
-12312250.0,3917500.000000001,76.0,331.0,122.0,161.0
3850750.0,5992500.000000001,60.0,603.0,983.0,375.0
10396750.0,4323500.000000001,80.0,371.0,286.0,228.0
2798750.0,1811500.000000001,83.0,298.0,38.0,199.0
13740750.0,-2662499.999999999,80.0,305.0,46.0,238.0
-5024250.0,-1354499.999999999,58.0,311.0,138.0,89.0
158750.0,4635500.000000001,54.0,404.0,499.0,298.0
3120750.0,5543500.000000001,66.0,465.0,999.0,290.0
3291750.0,2398500.000000001,81.0,285.0,101.0,177.0
945750.0,3061500.000000001,81.0,295.0,59.0,260.0
7525750.0,5093500.000000001,80.0,350.0,178.0,216.0
-11697250.0,3954500.000000001,79.0,286.0,86.0,124.0
10201750.0,6918500.000000001,55.0,604.0,1196.0,464.0
3415750.0,-236499.99999999907,63.0,372.0,237.0,163.0
12817750.0,3923500.000000001,49.0,445.0,672.0,276.0
8573750.0,2925500.000000001,75.0,365.0,130.0,208.0
-6116250.0,-424499.99999999907,42.0,388.0,231.0,133.0
16003750.0,-3904499.999999999,67.0,374.0,204.0,195.0
14021750.0,-1816499.999999999,66.0,348.0,65.0,192.0
1107750.0,2459500.000000001,81.0,305.0,125.0,268.0
-9959250.0,3443500.000000001,49.0,314.0,682.0,209.0
6451750.0,7312500.000000001,52.0,564.0,1397.0,534.0
6227750.0,2588500.000000001,80.0,305.0,125.0,134.0
487750.0,7397500.000000001,59.0,426.0,749.0,268.0
1376750.0,1020500.0000000009,64.0,332.0,190.0,102.0
8257750.0,7515500.000000001,57.0,647.0,765.0,586.0
-168250.0,2413500.000000001,80.0,250.0,129.0,241.0
8929750.0,6476500.000000001,52.0,628.0,777.0,408.0
-10513250.0,4011500.000000001,59.0,398.0,307.0,157.0
5445750.0,1872500.000000001,81.0,295.0,58.0,173.0
252750.0,3623500.000000001,76.0,291.0,121.0,169.0
3324750.0,-1781499.999999999,65.0,295.0,113.0,120.0
15393750.0,-3807499.999999999,78.0,377.0,142.0,200.0
-11293250.0,2912500.000000001,85.0,323.0,128.0,185.0
-14208250.0,7181500.000000001,54.0,442.0,1127.0,596.0
-7774250.0,-439499.99999999907,42.0,352.0,337.0,191.0
8104750.0,2689500.000000001,74.0,400.0,154.0,276.0
1126750.0,1432500.000000001,66.0,316.0,90.0,101.0
-4963250.0,-1979499.999999999,54.0,366.0,180.0,101.0
-11989250.0,6957500.000000001,60.0,621.0,362.0,622.0
2512750.0,-650499.9999999991,53.0,309.0,186.0,92.0
2781750.0,503500.00000000093,54.0,388.0,244.0,111.0
2835750.0,-1339499.999999999,53.0,360.0,179.0,74.0
-5361250.0,-1970499.999999999,52.0,396.0,205.0,125.0
-7569250.0,-2860499.999999999,80.0,309.0,170.0,207.0
1761750.0,2220500.000000001,83.0,303.0,39.0,168.0
8443750.0,4644500.000000001,81.0,331.0,167.0,197.0
9367750.0,3879500.000000001,75.0,362.0,418.0,311.0
9932750.0,3523500.000000001,66.0,372.0,552.0,238.0
2499750.0,602500.0000000009,57.0,400.0,197.0,166.0
13452750.0,-2539499.999999999,71.0,327.0,55.0,279.0
7796750.0,2353500.000000001,69.0,386.0,178.0,279.0
-11704250.0,4092500.000000001,61.0,380.0,410.0,283.0
2199750.0,399500.00000000093,54.0,382.0,243.0,104.0
8401750.0,3641500.000000001,85.0,312.0,89.0,152.0
-10641250.0,3521500.000000001,53.0,331.0,268.0,137.0
3415750.0,-2275499.999999999,63.0,332.0,118.0,165.0
5955750.0,4160500.000000001,78.0,343.0,178.0,231.0
10703750.0,5169500.000000001,76.0,390.0,435.0,228.0
-78250.0,2188500.000000001,77.0,277.0,46.0,156.0
3817750.0,-951499.9999999991,60.0,313.0,89.0,168.0
284750.0,1183500.000000001,62.0,300.0,149.0,116.0
1431750.0,-72499.99999999907,47.0,405.0,261.0,156.0
11035750.0,1491500.000000001,60.0,386.0,154.0,161.0
8337750.0,6113500.000000001,63.0,614.0,753.0,398.0
-5316250.0,-862499.9999999991,51.0,316.0,173.0,107.0
15640750.0,-4013499.999999999,73.0,377.0,146.0,198.0
-12308250.0,4904500.000000001,65.0,388.0,459.0,280.0
-15091250.0,6692500.000000001,50.0,477.0,1248.0,705.0
5344750.0,1940500.000000001,82.0,292.0,95.0,155.0
-609250.0,1867500.000000001,76.0,252.0,52.0,107.0
-5048250.0,-1868499.999999999,55.0,354.0,158.0,80.0
1428750.0,2921500.000000001,85.0,314.0,91.0,163.0
6296750.0,4521500.000000001,77.0,349.0,130.0,335.0
-7142250.0,-190499.99999999907,41.0,387.0,251.0,195.0
12364750.0,-793499.9999999991,55.0,421.0,233.0,197.0
-9263250.0,6533500.000000001,58.0,598.0,709.0,447.0
8031750.0,4075500.000000001,78.0,324.0,182.0,203.0
3694750.0,4613500.000000001,67.0,366.0,445.0,243.0
-5261250.0,-1547499.999999999,60.0,367.0,156.0,111.0
3507750.0,2057500.000000001,79.0,269.0,88.0,192.0
16536750.0,-3190499.999999999,73.0,393.0,97.0,287.0
3293750.0,791500.0000000009,62.0,302.0,173.0,153.0
8605750.0,2576500.000000001,74.0,408.0,147.0,438.0
-8124250.0,1232500.000000001,58.0,394.0,299.0,197.0
-11889250.0,6200500.000000001,60.0,441.0,274.0,354.0
-11621250.0,3019500.000000001,80.0,347.0,165.0,231.0
2820750.0,-2821499.999999999,63.0,289.0,107.0,180.0
4968750.0,-2539499.999999999,59.0,366.0,193.0,129.0
-8020250.0,833500.0000000009,53.0,415.0,284.0,160.0
-7061250.0,-4182499.999999999,71.0,367.0,179.0,215.0
-7315250.0,-1199499.999999999,47.0,362.0,266.0,113.0
-21250.0,1357500.000000001,64.0,327.0,55.0,77.0
-9727250.0,4177500.000000001,50.0,394.0,451.0,228.0
9705750.0,6984500.000000001,51.0,665.0,1320.0,538.0
-5756250.0,-2574499.999999999,55.0,389.0,363.0,237.0
-5273250.0,-345499.99999999907,46.0,398.0,246.0,123.0
3136750.0,-1135499.999999999,53.0,326.0,126.0,94.0
151750.0,1065500.000000001,61.0,333.0,128.0,132.0
947750.0,2081500.000000001,84.0,287.0,38.0,162.0
-603250.0,3017500.000000001,83.0,311.0,187.0,174.0
15100750.0,-1686499.999999999,63.0,355.0,101.0,191.0
4806750.0,327500.00000000093,76.0,326.0,136.0,168.0
5196750.0,5840500.000000001,70.0,486.0,549.0,387.0
2026750.0,5279500.000000001,53.0,467.0,961.0,333.0
-13080250.0,6201500.000000001,54.0,565.0,844.0,407.0
8132750.0,3228500.000000001,62.0,364.0,198.0,136.0
9029750.0,5813500.000000001,63.0,402.0,916.0,344.0
15663750.0,-2112499.999999999,75.0,355.0,54.0,226.0
3043750.0,5711500.000000001,55.0,510.0,1339.0,286.0
-7563250.0,-144499.99999999907,44.0,347.0,527.0,250.0
14083750.0,-2444499.999999999,77.0,323.0,38.0,289.0
-9467250.0,4871500.000000001,67.0,380.0,732.0,261.0
-988250.0,756500.0000000009,53.0,339.0,329.0,149.0
94750.0,816500.0000000009,54.0,372.0,473.0,298.0
1263750.0,3171500.000000001,82.0,322.0,87.0,138.0
-472250.0,982500.0000000009,60.0,331.0,202.0,178.0
-9538250.0,7236500.000000001,60.0,602.0,573.0,445.0
9764750.0,6431500.000000001,60.0,635.0,851.0,358.0
11788750.0,2772500.000000001,59.0,388.0,291.0,180.0
3497750.0,6337500.000000001,50.0,574.0,1269.0,377.0
4929750.0,3394500.000000001,79.0,324.0,66.0,167.0
3142750.0,-2151499.999999999,62.0,257.0,89.0,187.0
-5655250.0,-2461499.999999999,56.0,361.0,215.0,115.0
9536750.0,3929500.000000001,75.0,383.0,418.0,259.0
-10883250.0,4401500.000000001,62.0,405.0,243.0,212.0
16097750.0,-2644499.999999999,77.0,326.0,53.0,274.0
18412750.0,-4666499.999999999,58.0,405.0,506.0,293.0
8421750.0,2891500.000000001,75.0,340.0,130.0,150.0
8928750.0,2104500.000000001,59.0,406.0,249.0,171.0
7230750.0,7530500.000000001,58.0,604.0,987.0,465.0
2753750.0,-1667499.999999999,60.0,268.0,93.0,71.0
-12539250.0,6350500.000000001,61.0,572.0,198.0,227.0
9140750.0,6189500.000000001,55.0,536.0,913.0,419.0
16671750.0,-667499.9999999991,52.0,415.0,447.0,229.0
6039750.0,6263500.000000001,62.0,626.0,674.0,433.0
5618750.0,3292500.000000001,80.0,316.0,171.0,251.0
3532750.0,5603500.000000001,60.0,530.0,1005.0,358.0
1831750.0,174500.00000000093,46.0,334.0,216.0,106.0
10098750.0,6460500.000000001,62.0,610.0,1048.0,375.0
15864750.0,-3817499.999999999,78.0,385.0,199.0,205.0
12894750.0,-377499.99999999907,48.0,406.0,284.0,191.0
3102750.0,361500.00000000093,53.0,375.0,254.0,115.0
8024750.0,6264500.000000001,63.0,628.0,713.0,460.0
4086750.0,-534499.9999999991,70.0,380.0,127.0,209.0
-11269250.0,1956500.000000001,63.0,394.0,208.0,195.0
-5236250.0,-1456499.999999999,58.0,354.0,165.0,90.0
11160750.0,5521500.000000001,62.0,498.0,1125.0,305.0
4812750.0,829500.0000000009,79.0,375.0,137.0,310.0
2113750.0,-2292499.999999999,75.0,273.0,68.0,118.0
3427750.0,3362500.000000001,80.0,314.0,230.0,171.0
-9385250.0,5069500.000000001,51.0,408.0,612.0,256.0
5594750.0,6346500.000000001,56.0,608.0,643.0,450.0
-5651250.0,-1472499.999999999,53.0,347.0,159.0,107.0
12720750.0,464500.00000000093,48.0,426.0,392.0,184.0
1084750.0,7779500.000000001,62.0,503.0,940.0,385.0
-11465250.0,2685500.000000001,71.0,345.0,180.0,269.0
9119750.0,3013500.000000001,53.0,412.0,639.0,206.0
1877750.0,-1550499.999999999,57.0,302.0,77.0,82.0
7420750.0,7671500.000000001,63.0,570.0,1072.0,397.0
-11978250.0,4360500.000000001,66.0,366.0,558.0,216.0
-11395250.0,2018500.000000001,62.0,387.0,370.0,246.0
-9439250.0,4401500.000000001,55.0,409.0,888.0,355.0
-9765250.0,4690500.000000001,66.0,387.0,999.0,211.0
2122750.0,260500.00000000093,50.0,339.0,276.0,119.0
8517750.0,6422500.000000001,61.0,613.0,674.0,395.0
3452750.0,-201499.99999999907,59.0,334.0,242.0,158.0
3309750.0,-255499.99999999907,54.0,391.0,281.0,150.0
-7420250.0,-725499.9999999991,40.0,380.0,267.0,279.0
10918750.0,1727500.000000001,59.0,336.0,137.0,288.0
6359750.0,7763500.000000001,62.0,567.0,1603.0,614.0
3334750.0,5298500.000000001,73.0,398.0,486.0,326.0
3930750.0,2189500.000000001,81.0,292.0,74.0,198.0
-906250.0,1263500.000000001,59.0,310.0,138.0,90.0
7475750.0,3736500.000000001,62.0,383.0,506.0,300.0
-14143250.0,6843500.000000001,50.0,459.0,989.0,472.0
-10475250.0,4712500.000000001,63.0,354.0,518.0,222.0
-14159250.0,6823500.000000001,46.0,504.0,951.0,358.0
5842750.0,5223500.000000001,79.0,343.0,259.0,261.0
-7275250.0,-3046499.999999999,64.0,357.0,386.0,184.0
-9382250.0,4610500.000000001,44.0,409.0,894.0,382.0
4519750.0,186500.00000000093,75.0,346.0,118.0,232.0
634750.0,2947500.000000001,83.0,299.0,95.0,220.0
11786750.0,3694500.000000001,75.0,353.0,270.0,217.0
-11098250.0,6633500.000000001,59.0,624.0,530.0,461.0
3176750.0,-2121499.999999999,60.0,264.0,83.0,154.0
4559750.0,3305500.000000001,79.0,332.0,61.0,143.0
7159750.0,6036500.000000001,60.0,492.0,398.0,419.0
3854750.0,-922499.9999999991,56.0,277.0,82.0,102.0
4845750.0,2586500.000000001,80.0,321.0,87.0,202.0
2125750.0,-2622499.999999999,85.0,312.0,61.0,115.0
-7428250.0,-2879499.999999999,80.0,303.0,107.0,147.0
4078750.0,1537500.000000001,73.0,350.0,145.0,498.0
7351750.0,4493500.000000001,78.0,343.0,195.0,206.0
1790750.0,3384500.000000001,81.0,298.0,64.0,161.0
-9091250.0,2481500.000000001,67.0,420.0,337.0,321.0
4715750.0,6783500.000000001,47.0,624.0,1056.0,665.0
1566750.0,-842499.9999999991,56.0,378.0,220.0,213.0
4723750.0,3491500.000000001,80.0,321.0,47.0,155.0
10813750.0,5809500.000000001,55.0,532.0,1266.0,313.0
6533750.0,2944500.000000001,79.0,318.0,74.0,150.0
2209750.0,-2042499.999999999,75.0,255.0,78.0,207.0
1662750.0,1121500.000000001,65.0,302.0,95.0,122.0
4613750.0,282500.00000000093,72.0,351.0,143.0,273.0
10719750.0,6075500.000000001,51.0,542.0,707.0,350.0
-7710250.0,-5576499.999999999,49.0,456.0,1335.0,456.0
2038750.0,-2098499.999999999,83.0,302.0,85.0,143.0
1859750.0,-443499.99999999907,52.0,367.0,155.0,61.0
2235750.0,2454500.000000001,81.0,285.0,141.0,176.0
13170750.0,-2527499.999999999,77.0,341.0,57.0,283.0
9460750.0,3252500.000000001,71.0,375.0,388.0,249.0
5329750.0,7437500.000000001,55.0,656.0,1544.0,716.0
-13720250.0,7235500.000000001,59.0,445.0,992.0,642.0
-13072250.0,6831500.000000001,54.0,569.0,549.0,392.0
12406750.0,-77499.99999999907,46.0,425.0,427.0,161.0
1403750.0,-2074499.999999999,81.0,321.0,127.0,146.0
15864750.0,-1770499.999999999,65.0,364.0,55.0,155.0
-6813250.0,-1226499.999999999,46.0,363.0,261.0,161.0
-290250.0,2791500.000000001,83.0,286.0,92.0,244.0
-7649250.0,-985499.9999999991,43.0,359.0,310.0,135.0
16345750.0,-816499.9999999991,52.0,451.0,548.0,246.0
-10917250.0,2061500.000000001,67.0,348.0,201.0,229.0
7768750.0,4529500.000000001,66.0,352.0,263.0,182.0
-7072250.0,-1072499.999999999,42.0,388.0,243.0,124.0
2879750.0,-811499.9999999991,53.0,333.0,146.0,101.0
5152750.0,6645500.000000001,47.0,608.0,1160.0,523.0
14483750.0,-2424499.999999999,74.0,327.0,37.0,244.0
5764750.0,1910500.000000001,80.0,311.0,125.0,234.0
9300750.0,7262500.000000001,52.0,643.0,1369.0,500.0
5607750.0,6686500.000000001,50.0,606.0,746.0,568.0
-5703250.0,410500.00000000093,49.0,381.0,568.0,259.0
-7103250.0,-761499.9999999991,40.0,395.0,280.0,140.0
-6479250.0,-554499.9999999991,41.0,373.0,270.0,152.0
-6773250.0,-2771499.999999999,63.0,319.0,220.0,209.0
-13144250.0,7271500.000000001,54.0,573.0,615.0,402.0
3814750.0,-901499.9999999991,58.0,268.0,87.0,104.0
-13319250.0,6402500.000000001,51.0,465.0,909.0,503.0
13383750.0,-2332499.999999999,78.0,327.0,41.0,264.0
11799750.0,2216500.000000001,57.0,452.0,241.0,172.0
11937750.0,3297500.000000001,57.0,412.0,260.0,197.0
-11173250.0,4530500.000000001,68.0,344.0,242.0,182.0
-4928250.0,-685499.9999999991,52.0,356.0,243.0,96.0
-9594250.0,1701500.000000001,59.0,393.0,503.0,264.0
496750.0,1002500.0000000009,62.0,300.0,200.0,117.0
14369750.0,-3531499.999999999,81.0,384.0,98.0,240.0
-9622250.0,7222500.000000001,61.0,558.0,769.0,523.0
9735750.0,3619500.000000001,67.0,445.0,536.0,292.0
8510750.0,6983500.000000001,59.0,647.0,858.0,534.0
1121750.0,1659500.000000001,77.0,287.0,71.0,134.0
769750.0,2218500.000000001,81.0,294.0,44.0,211.0
2647750.0,2734500.000000001,82.0,296.0,65.0,162.0
-5398250.0,-1735499.999999999,52.0,394.0,180.0,103.0
7502750.0,3603500.000000001,77.0,365.0,141.0,209.0
-10425250.0,4272500.000000001,61.0,414.0,375.0,193.0
1225750.0,571500.0000000009,53.0,352.0,218.0,106.0
-7635250.0,5414500.000000001,44.0,507.0,475.0,343.0
12067750.0,2966500.000000001,52.0,384.0,260.0,189.0
1895750.0,5637500.000000001,69.0,492.0,871.0,324.0
4628750.0,2643500.000000001,81.0,296.0,107.0,151.0
-12951250.0,5162500.000000001,55.0,340.0,737.0,235.0
-8353250.0,1177500.000000001,60.0,385.0,502.0,226.0
7947750.0,5881500.000000001,60.0,481.0,493.0,371.0
1868750.0,3206500.000000001,82.0,320.0,62.0,171.0
4254750.0,-1416499.999999999,60.0,336.0,130.0,115.0
6993750.0,6316500.000000001,59.0,611.0,516.0,372.0
1232750.0,3783500.000000001,82.0,340.0,80.0,116.0
-10534250.0,7633500.000000001,65.0,573.0,545.0,450.0
-12129250.0,6913500.000000001,64.0,626.0,370.0,643.0
2149750.0,-3490499.999999999,76.0,370.0,93.0,180.0
-10300250.0,2043500.000000001,67.0,402.0,816.0,333.0
-8144250.0,-1727499.999999999,72.0,340.0,201.0,167.0
-7558250.0,-5738499.999999999,62.0,434.0,725.0,347.0
7844750.0,6514500.000000001,57.0,651.0,672.0,411.0
-12030250.0,6882500.000000001,60.0,595.0,375.0,690.0
13579750.0,-2732499.999999999,77.0,326.0,43.0,239.0
-11238250.0,4355500.000000001,71.0,389.0,190.0,200.0
5108750.0,-1767499.999999999,60.0,339.0,128.0,201.0
-10555250.0,3982500.000000001,53.0,389.0,382.0,191.0
-6669250.0,744500.0000000009,47.0,403.0,303.0,184.0
5815750.0,5560500.000000001,77.0,411.0,325.0,211.0
3980750.0,3267500.000000001,81.0,281.0,62.0,160.0
3802750.0,-1927499.999999999,64.0,325.0,123.0,138.0
-9460250.0,7035500.000000001,59.0,633.0,752.0,453.0
-4181250.0,-1044499.9999999991,63.0,382.0,247.0,274.0
183750.0,3710500.000000001,80.0,310.0,93.0,104.0
2920750.0,3373500.000000001,80.0,281.0,77.0,148.0
4546750.0,3663500.000000001,79.0,348.0,58.0,160.0
9253750.0,6392500.000000001,57.0,619.0,1167.0,434.0
2535750.0,2878500.000000001,80.0,295.0,125.0,140.0
1404750.0,2897500.000000001,83.0,313.0,99.0,154.0
8732750.0,3712500.000000001,81.0,362.0,234.0,198.0
8465750.0,7505500.000000001,60.0,589.0,908.0,532.0
-10461250.0,5248500.000000001,53.0,378.0,585.0,319.0
