latitude,longitude,ph,moisture,nitrogen,cec
4760500.000000001,9950750.0,82.0,344.0,175.0,197.0
4760500.000000001,10050750.0,81.0,348.0,184.0,186.0
4760500.000000001,10150750.0,82.0,347.0,146.0,194.0
4760500.000000001,10250750.0,81.0,343.0,196.0,187.0
4760500.000000001,10350750.0,80.0,351.0,288.0,168.0
4760500.000000001,10450750.0,81.0,354.0,290.0,211.0
4760500.000000001,10550750.0,74.0,364.0,500.0,232.0
4760500.000000001,10650750.0,77.0,376.0,383.0,212.0
4760500.000000001,10750750.0,75.0,375.0,300.0,245.0
4760500.000000001,10850750.0,78.0,375.0,313.0,212.0
4760500.000000001,10950750.0,75.0,364.0,281.0,238.0
4760500.000000001,11050750.0,88.0,359.0,160.0,247.0
4760500.000000001,11150750.0,63.0,419.0,382.0,238.0
4760500.000000001,11250750.0,60.0,425.0,355.0,274.0
4760500.000000001,11350750.0,61.0,425.0,576.0,251.0
4760500.000000001,11450750.0,60.0,456.0,673.0,301.0
4760500.000000001,11550750.0,63.0,491.0,560.0,325.0
4760500.000000001,11650750.0,61.0,415.0,663.0,262.0
4760500.000000001,12450750.0,48.0,495.0,928.0,332.0
4760500.000000001,12550750.0,51.0,457.0,935.0,355.0
4760500.000000001,12650750.0,48.0,427.0,846.0,340.0
4660500.000000001,-13149250.0,58.0,414.0,844.0,328.0
4660500.000000001,-13049250.0,61.0,382.0,476.0,237.0
4660500.000000001,-12949250.0,71.0,362.0,317.0,277.0
4660500.000000001,-12849250.0,63.0,369.0,619.0,250.0
4660500.000000001,-12749250.0,68.0,373.0,244.0,235.0
4660500.000000001,-12649250.0,71.0,367.0,161.0,246.0
4660500.000000001,-12549250.0,73.0,373.0,125.0,236.0
4660500.000000001,-12449250.0,66.0,389.0,323.0,250.0
4660500.000000001,-12349250.0,75.0,356.0,143.0,179.0
4660500.000000001,-12249250.0,63.0,387.0,712.0,374.0
4660500.000000001,-12149250.0,76.0,368.0,329.0,189.0
4660500.000000001,-12049250.0,78.0,358.0,282.0,199.0
4660500.000000001,-11949250.0,80.0,362.0,237.0,161.0
4660500.000000001,-11849250.0,79.0,355.0,98.0,164.0
4660500.000000001,-11749250.0,75.0,346.0,107.0,137.0
4660500.000000001,-11649250.0,74.0,313.0,145.0,139.0
4660500.000000001,-11549250.0,69.0,337.0,199.0,171.0
4660500.000000001,-11449250.0,78.0,354.0,180.0,221.0
4660500.000000001,-11349250.0,73.0,296.0,248.0,159.0
4660500.000000001,-11249250.0,71.0,350.0,366.0,154.0
4660500.000000001,-11149250.0,62.0,298.0,232.0,101.0
4660500.000000001,-11049250.0,66.0,333.0,244.0,161.0
4660500.000000001,-10949250.0,60.0,398.0,258.0,193.0
4660500.000000001,-10849250.0,62.0,410.0,262.0,250.0
4660500.000000001,-10749250.0,61.0,412.0,271.0,242.0
4660500.000000001,-10649250.0,66.0,416.0,238.0,264.0
4660500.000000001,-10549250.0,63.0,411.0,315.0,226.0
4660500.000000001,-10449250.0,63.0,397.0,423.0,211.0
4660500.000000001,-10349250.0,63.0,423.0,449.0,279.0
4660500.000000001,-10249250.0,62.0,411.0,602.0,223.0
4660500.000000001,-9949250.0,62.0,335.0,722.0,198.0
4660500.000000001,-9849250.0,62.0,335.0,976.0,189.0
4660500.000000001,-9749250.0,65.0,414.0,551.0,213.0
4660500.000000001,-9449250.0,53.0,391.0,819.0,366.0
4660500.000000001,-9349250.0,43.0,410.0,965.0,436.0
4660500.000000001,-9249250.0,54.0,408.0,678.0,357.0
4660500.000000001,-9149250.0,61.0,422.0,618.0,405.0
4660500.000000001,-9049250.0,43.0,407.0,1022.0,464.0
4660500.000000001,-8949250.0,50.0,392.0,1064.0,430.0
4660500.000000001,-8849250.0,48.0,366.0,1275.0,393.0
4660500.000000001,-8749250.0,51.0,375.0,1632.0,425.0
4660500.000000001,150750.0,51.0,412.0,620.0,340.0
4660500.000000001,250750.0,60.0,392.0,555.0,279.0
4660500.000000001,350750.0,62.0,388.0,538.0,243.0
4660500.000000001,450750.0,75.0,374.0,283.0,274.0
4660500.000000001,550750.0,74.0,394.0,357.0,242.0
4660500.000000001,650750.0,73.0,385.0,319.0,228.0
4660500.000000001,750750.0,75.0,383.0,284.0,236.0
4660500.000000001,850750.0,77.0,367.0,380.0,234.0
4660500.000000001,950750.0,75.0,390.0,461.0,290.0
4660500.000000001,1050750.0,62.0,398.0,470.0,324.0
4660500.000000001,1950750.0,62.0,416.0,611.0,326.0
4660500.000000001,2050750.0,70.0,377.0,496.0,286.0
4660500.000000001,2450750.0,69.0,430.0,712.0,371.0
4660500.000000001,2550750.0,66.0,413.0,577.0,265.0
4660500.000000001,2650750.0,67.0,394.0,514.0,292.0
4660500.000000001,2750750.0,61.0,391.0,567.0,280.0
4660500.000000001,2850750.0,55.0,415.0,536.0,272.0
4660500.000000001,2950750.0,65.0,395.0,392.0,247.0
4660500.000000001,3050750.0,68.0,384.0,295.0,250.0
4660500.000000001,3150750.0,60.0,393.0,601.0,288.0
4660500.000000001,3650750.0,61.0,376.0,671.0,315.0
4660500.000000001,3750750.0,67.0,385.0,559.0,322.0
4660500.000000001,4350750.0,49.0,417.0,951.0,242.0
4660500.000000001,4450750.0,58.0,403.0,517.0,252.0
4660500.000000001,4550750.0,70.0,392.0,288.0,235.0
4660500.000000001,4650750.0,69.0,385.0,337.0,252.0
4660500.000000001,4750750.0,65.0,413.0,519.0,271.0
4660500.000000001,4850750.0,72.0,383.0,435.0,279.0
4660500.000000001,5350750.0,79.0,362.0,208.0,239.0
4660500.000000001,5450750.0,78.0,349.0,317.0,242.0
4660500.000000001,5550750.0,77.0,341.0,223.0,225.0
4660500.000000001,5750750.0,76.0,359.0,167.0,201.0
4660500.000000001,5850750.0,75.0,339.0,154.0,187.0
4660500.000000001,5950750.0,76.0,346.0,173.0,181.0
4660500.000000001,6050750.0,77.0,350.0,156.0,305.0
4660500.000000001,6150750.0,78.0,339.0,127.0,329.0
4660500.000000001,6250750.0,79.0,341.0,132.0,341.0
4660500.000000001,6350750.0,77.0,359.0,151.0,358.0
4660500.000000001,6450750.0,76.0,360.0,167.0,356.0
4660500.000000001,6550750.0,74.0,350.0,245.0,411.0
4660500.000000001,6650750.0,70.0,364.0,276.0,284.0
4660500.000000001,6750750.0,64.0,390.0,420.0,302.0
4660500.000000001,6850750.0,65.0,394.0,626.0,284.0
4660500.000000001,6950750.0,71.0,387.0,389.0,269.0
4660500.000000001,7050750.0,73.0,366.0,354.0,229.0
4660500.000000001,7150750.0,70.0,374.0,403.0,226.0
4660500.000000001,7250750.0,70.0,401.0,372.0,283.0
4660500.000000001,7350750.0,74.0,407.0,304.0,300.0
4660500.000000001,7450750.0,74.0,339.0,404.0,188.0
4660500.000000001,7550750.0,70.0,372.0,489.0,239.0
4660500.000000001,7650750.0,81.0,354.0,156.0,206.0
4660500.000000001,7750750.0,76.0,351.0,318.0,188.0
4660500.000000001,7850750.0,81.0,339.0,183.0,185.0
4660500.000000001,7950750.0,75.0,325.0,210.0,214.0
4660500.000000001,8150750.0,81.0,326.0,151.0,195.0
4660500.000000001,8250750.0,76.0,334.0,188.0,189.0
4660500.000000001,8350750.0,81.0,335.0,188.0,190.0
4660500.000000001,8450750.0,81.0,324.0,184.0,206.0
4660500.000000001,8550750.0,82.0,313.0,183.0,211.0
4660500.000000001,8650750.0,82.0,308.0,148.0,205.0
4660500.000000001,8750750.0,81.0,306.0,115.0,208.0
4660500.000000001,8850750.0,81.0,337.0,165.0,226.0
4660500.000000001,8950750.0,81.0,317.0,134.0,218.0
4660500.000000001,9050750.0,82.0,315.0,106.0,196.0
4660500.000000001,9150750.0,82.0,315.0,143.0,213.0
4660500.000000001,9250750.0,79.0,337.0,206.0,174.0
4660500.000000001,9350750.0,80.0,315.0,157.0,190.0
4660500.000000001,9450750.0,81.0,337.0,120.0,192.0
4660500.000000001,9550750.0,80.0,344.0,116.0,201.0
4660500.000000001,9650750.0,82.0,329.0,141.0,192.0
4660500.000000001,9750750.0,82.0,334.0,136.0,163.0
4660500.000000001,9850750.0,82.0,335.0,115.0,202.0
4660500.000000001,9950750.0,81.0,332.0,173.0,192.0
4660500.000000001,10050750.0,81.0,343.0,179.0,188.0
4660500.000000001,10150750.0,81.0,356.0,262.0,179.0
4660500.000000001,10250750.0,81.0,363.0,199.0,185.0
4660500.000000001,10350750.0,81.0,356.0,236.0,213.0
4660500.000000001,10450750.0,81.0,369.0,308.0,220.0
4660500.000000001,10550750.0,80.0,361.0,411.0,233.0
4660500.000000001,10650750.0,68.0,359.0,605.0,202.0
4660500.000000001,10750750.0,77.0,367.0,377.0,219.0
4660500.000000001,10850750.0,77.0,378.0,221.0,201.0
4660500.000000001,10950750.0,76.0,366.0,245.0,207.0
4660500.000000001,11050750.0,79.0,379.0,218.0,267.0
4660500.000000001,11150750.0,62.0,422.0,241.0,269.0
4660500.000000001,11250750.0,61.0,413.0,452.0,269.0
4660500.000000001,11350750.0,60.0,434.0,395.0,240.0
4660500.000000001,11450750.0,57.0,444.0,618.0,281.0
4660500.000000001,11550750.0,64.0,511.0,984.0,321.0
4660500.000000001,11650750.0,61.0,414.0,624.0,246.0
4660500.000000001,12550750.0,47.0,454.0,909.0,317.0
4560500.000000001,-13149250.0,54.0,432.0,673.0,300.0
4560500.000000001,-13049250.0,61.0,348.0,565.0,261.0
4560500.000000001,-12949250.0,63.0,384.0,397.0,258.0
4560500.000000001,-12849250.0,64.0,372.0,599.0,289.0
4560500.000000001,-12749250.0,74.0,365.0,135.0,243.0
4560500.000000001,-12649250.0,77.0,350.0,93.0,194.0
4560500.000000001,-12549250.0,75.0,363.0,138.0,198.0
4560500.000000001,-12449250.0,76.0,353.0,127.0,208.0
4560500.000000001,-12349250.0,82.0,354.0,123.0,160.0
4560500.000000001,-12249250.0,79.0,309.0,143.0,175.0
4560500.000000001,-12049250.0,65.0,374.0,741.0,298.0
4560500.000000001,-11949250.0,78.0,367.0,205.0,148.0
4560500.000000001,-11849250.0,81.0,377.0,154.0,191.0
4560500.000000001,-11749250.0,70.0,367.0,506.0,221.0
4560500.000000001,-11649250.0,57.0,361.0,505.0,269.0
4560500.000000001,-11549250.0,68.0,341.0,195.0,209.0
4560500.000000001,-11449250.0,72.0,360.0,191.0,173.0
4560500.000000001,-11349250.0,71.0,346.0,195.0,175.0
4560500.000000001,-11249250.0,68.0,322.0,244.0,166.0
4560500.000000001,-11149250.0,68.0,372.0,220.0,185.0
4560500.000000001,-11049250.0,68.0,332.0,257.0,167.0
4560500.000000001,-10949250.0,62.0,367.0,357.0,207.0
4560500.000000001,-10849250.0,61.0,418.0,240.0,232.0
4560500.000000001,-10749250.0,62.0,422.0,268.0,263.0
4560500.000000001,-10649250.0,68.0,429.0,278.0,277.0
4560500.000000001,-10549250.0,61.0,413.0,475.0,223.0
4560500.000000001,-10449250.0,61.0,423.0,568.0,228.0
4560500.000000001,-10349250.0,62.0,420.0,528.0,208.0
4560500.000000001,-10249250.0,63.0,422.0,479.0,180.0
4560500.000000001,-10149250.0,65.0,421.0,742.0,266.0
4560500.000000001,-10049250.0,61.0,347.0,1025.0,233.0
4560500.000000001,-9949250.0,62.0,402.0,901.0,224.0
4560500.000000001,-9849250.0,66.0,399.0,608.0,237.0
4560500.000000001,-9749250.0,65.0,383.0,643.0,251.0
4560500.000000001,-9649250.0,60.0,395.0,676.0,220.0
4560500.000000001,-9549250.0,60.0,392.0,588.0,272.0
4560500.000000001,-9449250.0,53.0,390.0,620.0,246.0
4560500.000000001,-9349250.0,47.0,416.0,814.0,426.0
4560500.000000001,-9249250.0,62.0,402.0,603.0,351.0
4560500.000000001,-9149250.0,56.0,397.0,775.0,392.0
4560500.000000001,-9049250.0,55.0,399.0,1023.0,427.0
4560500.000000001,150750.0,53.0,360.0,782.0,272.0
4560500.000000001,250750.0,57.0,347.0,469.0,219.0
4560500.000000001,350750.0,71.0,359.0,431.0,224.0
4560500.000000001,450750.0,68.0,373.0,299.0,268.0
4560500.000000001,550750.0,74.0,366.0,387.0,210.0
4560500.000000001,650750.0,72.0,362.0,338.0,263.0
4560500.000000001,750750.0,75.0,367.0,286.0,207.0
4560500.000000001,850750.0,74.0,347.0,435.0,198.0
4560500.000000001,2050750.0,61.0,394.0,662.0,318.0
4560500.000000001,2150750.0,70.0,393.0,387.0,247.0
4560500.000000001,2250750.0,74.0,391.0,272.0,256.0
4560500.000000001,2550750.0,68.0,425.0,478.0,302.0
4560500.000000001,2650750.0,63.0,395.0,524.0,269.0
4560500.000000001,2750750.0,70.0,394.0,333.0,249.0
4560500.000000001,2850750.0,72.0,398.0,340.0,231.0
4560500.000000001,2950750.0,76.0,385.0,281.0,241.0
4560500.000000001,3050750.0,70.0,373.0,312.0,251.0
4560500.000000001,3350750.0,69.0,387.0,428.0,274.0
4560500.000000001,3450750.0,65.0,373.0,656.0,271.0
4560500.000000001,3550750.0,64.0,385.0,486.0,267.0
4560500.000000001,3650750.0,71.0,367.0,408.0,230.0
4560500.000000001,3750750.0,72.0,368.0,340.0,232.0
4560500.000000001,3850750.0,65.0,380.0,519.0,259.0
4560500.000000001,3950750.0,62.0,405.0,513.0,346.0
4560500.000000001,4250750.0,54.0,426.0,676.0,304.0
4560500.000000001,4350750.0,63.0,374.0,503.0,276.0
4560500.000000001,4450750.0,66.0,374.0,468.0,269.0
4560500.000000001,4550750.0,66.0,381.0,372.0,272.0
4560500.000000001,4650750.0,70.0,406.0,357.0,272.0
4560500.000000001,4850750.0,65.0,397.0,539.0,243.0
4560500.000000001,4950750.0,73.0,405.0,392.0,264.0
4560500.000000001,5450750.0,79.0,339.0,185.0,248.0
4560500.000000001,5550750.0,79.0,345.0,176.0,207.0
4560500.000000001,5650750.0,77.0,342.0,216.0,197.0
4560500.000000001,5750750.0,76.0,365.0,171.0,201.0
4560500.000000001,5850750.0,76.0,358.0,146.0,198.0
4560500.000000001,5950750.0,77.0,350.0,147.0,297.0
4560500.000000001,6050750.0,77.0,350.0,169.0,340.0
4560500.000000001,6150750.0,78.0,349.0,119.0,161.0
4560500.000000001,6250750.0,77.0,333.0,142.0,316.0
4560500.000000001,6350750.0,77.0,331.0,184.0,374.0
4560500.000000001,6550750.0,76.0,354.0,245.0,267.0
4560500.000000001,6650750.0,73.0,338.0,296.0,222.0
4560500.000000001,6750750.0,68.0,369.0,320.0,222.0
4560500.000000001,6850750.0,76.0,342.0,147.0,198.0
4560500.000000001,6950750.0,72.0,381.0,241.0,209.0
4560500.000000001,7050750.0,65.0,382.0,354.0,272.0
4560500.000000001,7150750.0,72.0,380.0,312.0,274.0
4560500.000000001,7250750.0,71.0,371.0,361.0,271.0
4560500.000000001,7350750.0,71.0,390.0,374.0,264.0
4560500.000000001,7450750.0,78.0,355.0,329.0,221.0
4560500.000000001,7550750.0,80.0,332.0,207.0,180.0
4560500.000000001,7650750.0,76.0,341.0,259.0,186.0
4560500.000000001,7750750.0,76.0,318.0,325.0,152.0
4560500.000000001,7850750.0,80.0,331.0,236.0,155.0
4560500.000000001,7950750.0,67.0,355.0,251.0,219.0
4560500.000000001,8050750.0,74.0,329.0,210.0,185.0
4560500.000000001,8150750.0,72.0,337.0,206.0,198.0
4560500.000000001,8250750.0,80.0,339.0,144.0,192.0
4560500.000000001,8350750.0,81.0,341.0,174.0,221.0
4560500.000000001,8450750.0,82.0,318.0,204.0,207.0
4560500.000000001,8550750.0,82.0,324.0,172.0,216.0
4560500.000000001,8650750.0,81.0,321.0,163.0,233.0
4560500.000000001,8750750.0,82.0,304.0,120.0,220.0
4560500.000000001,8850750.0,82.0,305.0,124.0,208.0
4560500.000000001,8950750.0,81.0,318.0,109.0,202.0
4560500.000000001,9050750.0,82.0,318.0,134.0,219.0
4560500.000000001,9150750.0,81.0,316.0,141.0,192.0
4560500.000000001,9250750.0,81.0,335.0,149.0,166.0
4560500.000000001,9350750.0,82.0,307.0,155.0,193.0
4560500.000000001,9450750.0,81.0,312.0,126.0,194.0
4560500.000000001,9550750.0,81.0,306.0,106.0,177.0
4560500.000000001,9650750.0,82.0,326.0,128.0,176.0
4560500.000000001,9750750.0,82.0,345.0,149.0,185.0
4560500.000000001,9850750.0,81.0,342.0,219.0,154.0
4560500.000000001,9950750.0,82.0,343.0,197.0,168.0
4560500.000000001,10050750.0,78.0,380.0,244.0,287.0
4560500.000000001,10150750.0,74.0,386.0,269.0,238.0
4560500.000000001,10250750.0,80.0,380.0,293.0,200.0
4560500.000000001,10350750.0,83.0,369.0,230.0,198.0
4560500.000000001,10450750.0,78.0,364.0,368.0,250.0
4560500.000000001,10550750.0,80.0,371.0,190.0,192.0
4560500.000000001,10650750.0,71.0,366.0,343.0,174.0
4560500.000000001,10750750.0,70.0,371.0,364.0,213.0
4560500.000000001,10850750.0,76.0,373.0,167.0,223.0
4560500.000000001,10950750.0,73.0,357.0,241.0,209.0
4560500.000000001,11050750.0,79.0,341.0,165.0,216.0
4560500.000000001,11150750.0,67.0,402.0,267.0,291.0
4560500.000000001,11250750.0,61.0,401.0,376.0,206.0
4560500.000000001,11350750.0,61.0,382.0,371.0,219.0
4560500.000000001,11450750.0,62.0,444.0,426.0,236.0
4560500.000000001,11550750.0,59.0,415.0,788.0,260.0
4560500.000000001,11650750.0,57.0,425.0,746.0,268.0
4560500.000000001,12650750.0,53.0,447.0,789.0,395.0
4460500.000000001,-13149250.0,57.0,399.0,1099.0,235.0
4460500.000000001,-13049250.0,61.0,362.0,250.0,250.0
4460500.000000001,-12949250.0,57.0,345.0,866.0,265.0
4460500.000000001,-12849250.0,72.0,308.0,252.0,204.0
4460500.000000001,-12749250.0,83.0,273.0,48.0,142.0
4460500.000000001,-12649250.0,75.0,352.0,290.0,209.0
4460500.000000001,-12549250.0,73.0,351.0,121.0,179.0
4460500.000000001,-12449250.0,76.0,334.0,139.0,173.0
4460500.000000001,-12349250.0,82.0,337.0,117.0,157.0
4460500.000000001,-12249250.0,81.0,381.0,82.0,154.0
4460500.000000001,-12149250.0,78.0,376.0,232.0,180.0
4460500.000000001,-12049250.0,74.0,375.0,337.0,200.0
4460500.000000001,-11949250.0,82.0,360.0,119.0,148.0
4460500.000000001,-11849250.0,76.0,374.0,274.0,184.0
4460500.000000001,-11749250.0,54.0,379.0,828.0,309.0
4460500.000000001,-11649250.0,67.0,369.0,326.0,225.0
4460500.000000001,-11549250.0,71.0,317.0,211.0,153.0
4460500.000000001,-11449250.0,70.0,325.0,144.0,168.0
4460500.000000001,-11349250.0,70.0,322.0,186.0,161.0
4460500.000000001,-11249250.0,71.0,355.0,190.0,179.0
4460500.000000001,-11149250.0,70.0,355.0,208.0,179.0
4460500.000000001,-11049250.0,72.0,353.0,235.0,155.0
4460500.000000001,-10949250.0,62.0,425.0,265.0,230.0
4460500.000000001,-10849250.0,63.0,401.0,264.0,234.0
4460500.000000001,-10749250.0,64.0,404.0,246.0,235.0
4460500.000000001,-10649250.0,66.0,412.0,277.0,217.0
4460500.000000001,-10549250.0,57.0,395.0,587.0,247.0
4460500.000000001,-10449250.0,64.0,411.0,449.0,218.0
4460500.000000001,-10349250.0,62.0,409.0,409.0,182.0
4460500.000000001,-10249250.0,61.0,403.0,382.0,216.0
4460500.000000001,-10149250.0,62.0,414.0,368.0,230.0
4460500.000000001,-10049250.0,64.0,408.0,426.0,222.0
4460500.000000001,-9949250.0,66.0,404.0,356.0,202.0
4460500.000000001,-9849250.0,67.0,404.0,446.0,241.0
4460500.000000001,-9749250.0,64.0,408.0,526.0,205.0
4460500.000000001,-9649250.0,63.0,408.0,499.0,224.0
4460500.000000001,-9549250.0,55.0,408.0,617.0,291.0
4460500.000000001,-9449250.0,57.0,412.0,653.0,252.0
4460500.000000001,-9349250.0,53.0,421.0,841.0,402.0
4460500.000000001,-9249250.0,52.0,393.0,823.0,345.0
4460500.000000001,-9149250.0,55.0,399.0,615.0,259.0
4460500.000000001,-9049250.0,51.0,409.0,726.0,261.0
4460500.000000001,-8949250.0,46.0,354.0,581.0,319.0
4460500.000000001,50750.0,62.0,381.0,463.0,217.0
4460500.000000001,150750.0,57.0,348.0,299.0,235.0
4460500.000000001,250750.0,65.0,364.0,351.0,211.0
4460500.000000001,350750.0,68.0,361.0,255.0,250.0
4460500.000000001,450750.0,74.0,360.0,320.0,241.0
4460500.000000001,550750.0,76.0,349.0,244.0,222.0
4460500.000000001,650750.0,74.0,360.0,407.0,258.0
4460500.000000001,750750.0,71.0,366.0,541.0,219.0
4460500.000000001,1550750.0,66.0,389.0,450.0,215.0
4460500.000000001,2150750.0,63.0,426.0,453.0,254.0
4460500.000000001,2350750.0,71.0,370.0,386.0,208.0
4460500.000000001,2550750.0,68.0,425.0,541.0,287.0
4460500.000000001,2650750.0,65.0,397.0,548.0,222.0
4460500.000000001,3050750.0,62.0,343.0,434.0,236.0
4460500.000000001,3150750.0,63.0,326.0,443.0,248.0
4460500.000000001,3250750.0,64.0,359.0,503.0,221.0
4460500.000000001,3350750.0,71.0,361.0,359.0,231.0
4460500.000000001,3450750.0,71.0,342.0,295.0,247.0
4460500.000000001,3550750.0,71.0,340.0,280.0,233.0
4460500.000000001,3650750.0,76.0,335.0,280.0,239.0
4460500.000000001,3750750.0,73.0,366.0,279.0,241.0
4460500.000000001,3850750.0,67.0,345.0,640.0,244.0
4460500.000000001,3950750.0,72.0,329.0,349.0,261.0
4460500.000000001,4050750.0,69.0,370.0,383.0,215.0
4460500.000000001,4150750.0,72.0,350.0,365.0,222.0
4460500.000000001,4250750.0,69.0,357.0,460.0,257.0
4460500.000000001,4350750.0,68.0,357.0,570.0,232.0
4460500.000000001,4450750.0,68.0,367.0,366.0,248.0
4460500.000000001,4650750.0,67.0,371.0,402.0,265.0
4460500.000000001,4750750.0,62.0,405.0,575.0,274.0
4460500.000000001,4850750.0,76.0,396.0,276.0,277.0
4460500.000000001,4950750.0,75.0,404.0,289.0,260.0
4460500.000000001,5350750.0,78.0,349.0,168.0,239.0
4460500.000000001,5450750.0,77.0,354.0,246.0,252.0
4460500.000000001,5550750.0,76.0,338.0,175.0,205.0
4460500.000000001,5650750.0,76.0,346.0,194.0,197.0
4460500.000000001,5750750.0,75.0,365.0,166.0,202.0
4460500.000000001,5850750.0,76.0,345.0,175.0,205.0
4460500.000000001,5950750.0,75.0,355.0,204.0,193.0
4460500.000000001,6050750.0,77.0,346.0,203.0,200.0
4460500.000000001,6150750.0,76.0,329.0,135.0,191.0
4460500.000000001,6250750.0,77.0,329.0,127.0,194.0
4460500.000000001,6350750.0,78.0,346.0,139.0,227.0
4460500.000000001,6450750.0,75.0,347.0,246.0,257.0
4460500.000000001,6550750.0,76.0,366.0,229.0,236.0
4460500.000000001,6650750.0,76.0,358.0,232.0,227.0
4460500.000000001,6750750.0,75.0,357.0,246.0,199.0
4460500.000000001,6850750.0,73.0,363.0,235.0,206.0
4460500.000000001,6950750.0,62.0,391.0,577.0,246.0
4460500.000000001,7050750.0,69.0,363.0,430.0,209.0
4460500.000000001,7150750.0,73.0,366.0,366.0,234.0
4460500.000000001,7250750.0,80.0,362.0,222.0,188.0
4460500.000000001,7350750.0,76.0,336.0,181.0,197.0
4460500.000000001,7450750.0,77.0,323.0,238.0,195.0
4460500.000000001,7550750.0,68.0,356.0,385.0,163.0
4460500.000000001,7650750.0,61.0,354.0,324.0,192.0
4460500.000000001,7750750.0,60.0,354.0,268.0,176.0
4460500.000000001,7850750.0,63.0,349.0,215.0,184.0
4460500.000000001,7950750.0,64.0,325.0,230.0,190.0
4460500.000000001,8050750.0,77.0,323.0,208.0,196.0
4460500.000000001,8150750.0,77.0,317.0,191.0,216.0
4460500.000000001,8250750.0,78.0,331.0,184.0,226.0
4460500.000000001,8350750.0,75.0,355.0,265.0,196.0
4460500.000000001,8450750.0,80.0,331.0,218.0,200.0
4460500.000000001,8550750.0,81.0,331.0,252.0,203.0
4460500.000000001,8650750.0,81.0,338.0,171.0,213.0
4460500.000000001,8750750.0,82.0,337.0,185.0,207.0
4460500.000000001,8850750.0,82.0,325.0,182.0,197.0
4460500.000000001,8950750.0,82.0,325.0,127.0,222.0
4460500.000000001,9050750.0,80.0,340.0,139.0,206.0
4460500.000000001,9150750.0,82.0,324.0,116.0,204.0
4460500.000000001,9250750.0,83.0,339.0,135.0,205.0
4460500.000000001,9350750.0,81.0,340.0,124.0,206.0
4460500.000000001,9450750.0,81.0,312.0,159.0,195.0
4460500.000000001,9550750.0,82.0,333.0,103.0,192.0
4460500.000000001,9650750.0,83.0,333.0,124.0,191.0
4460500.000000001,9750750.0,82.0,348.0,95.0,210.0
4460500.000000001,9850750.0,82.0,344.0,163.0,176.0
4460500.000000001,9950750.0,84.0,333.0,107.0,193.0
4460500.000000001,10050750.0,81.0,367.0,159.0,247.0
4460500.000000001,10150750.0,82.0,370.0,143.0,210.0
4460500.000000001,10250750.0,82.0,370.0,152.0,219.0
4460500.000000001,10350750.0,81.0,369.0,189.0,216.0
4460500.000000001,10450750.0,82.0,371.0,130.0,193.0
4460500.000000001,10550750.0,81.0,352.0,235.0,183.0
4460500.000000001,10650750.0,74.0,372.0,352.0,185.0
4460500.000000001,10750750.0,79.0,373.0,151.0,195.0
4460500.000000001,10850750.0,73.0,368.0,234.0,191.0
4460500.000000001,10950750.0,70.0,371.0,291.0,191.0
4460500.000000001,11250750.0,63.0,381.0,377.0,196.0
4460500.000000001,11350750.0,60.0,383.0,273.0,189.0
4460500.000000001,11450750.0,63.0,395.0,276.0,186.0
4460500.000000001,11550750.0,57.0,388.0,514.0,231.0
4460500.000000001,11650750.0,60.0,394.0,495.0,210.0
4460500.000000001,12750750.0,47.0,477.0,772.0,409.0
4460500.000000001,12850750.0,54.0,449.0,761.0,326.0
4360500.000000001,-13149250.0,58.0,391.0,640.0,225.0
4360500.000000001,-13049250.0,70.0,387.0,181.0,252.0
4360500.000000001,-12949250.0,60.0,371.0,563.0,213.0
4360500.000000001,-12749250.0,82.0,266.0,45.0,150.0
4360500.000000001,-12649250.0,79.0,306.0,93.0,154.0
4360500.000000001,-12549250.0,77.0,366.0,166.0,185.0
4360500.000000001,-12449250.0,80.0,366.0,190.0,182.0
4360500.000000001,-12349250.0,77.0,365.0,288.0,185.0
4360500.000000001,-12249250.0,83.0,326.0,70.0,159.0
4360500.000000001,-12149250.0,79.0,352.0,173.0,135.0
4360500.000000001,-12049250.0,73.0,345.0,230.0,156.0
4360500.000000001,-11949250.0,77.0,366.0,254.0,179.0
4360500.000000001,-11849250.0,78.0,354.0,260.0,163.0
4360500.000000001,-11749250.0,60.0,379.0,704.0,271.0
4360500.000000001,-11649250.0,71.0,354.0,301.0,243.0
4360500.000000001,-11549250.0,61.0,309.0,258.0,128.0
4360500.000000001,-11449250.0,72.0,208.0,147.0,150.0
4360500.000000001,-11349250.0,73.0,373.0,158.0,169.0
4360500.000000001,-11249250.0,73.0,391.0,154.0,213.0
4360500.000000001,-11149250.0,67.0,366.0,187.0,204.0
4360500.000000001,-11049250.0,70.0,377.0,264.0,207.0
4360500.000000001,-10949250.0,65.0,406.0,210.0,210.0
4360500.000000001,-10849250.0,67.0,433.0,241.0,296.0
4360500.000000001,-10749250.0,65.0,419.0,250.0,252.0
4360500.000000001,-10649250.0,74.0,420.0,316.0,245.0
4360500.000000001,-10549250.0,65.0,416.0,483.0,208.0
4360500.000000001,-10449250.0,61.0,404.0,297.0,207.0
4360500.000000001,-10349250.0,58.0,403.0,474.0,207.0
4360500.000000001,-10249250.0,60.0,413.0,293.0,214.0
4360500.000000001,-10149250.0,63.0,410.0,242.0,204.0
4360500.000000001,-10049250.0,62.0,398.0,300.0,218.0
4360500.000000001,-9949250.0,59.0,416.0,468.0,195.0
4360500.000000001,-9849250.0,61.0,414.0,390.0,208.0
4360500.000000001,-9749250.0,58.0,404.0,464.0,229.0
